locus_tag	ftype	length_bp	gene	EC_number	COG	product
MEIMHKMB_02349	CDS	888	citE	4.1.3.6	COG2301	Citrate lyase subunit beta
MEIMHKMB_02350	CDS	309	citD		COG3052	Citrate lyase acyl carrier protein
MEIMHKMB_02351	CDS	1008	citC	6.2.1.22	COG3053	[Citrate [pro-3S]-lyase] ligase
MEIMHKMB_02352	CDS	132				hypothetical protein
MEIMHKMB_02353	CDS	1125	gcdB	7.2.4.5	COG1883	Glutaconyl-CoA decarboxylase subunit beta
MEIMHKMB_02354	CDS	411	cfiA	6.4.1.7	COG0511	2-oxoglutarate carboxylase large subunit
MEIMHKMB_02355	CDS	333				hypothetical protein
MEIMHKMB_02356	CDS	1383	citN		COG2851	Citrate transporter
MEIMHKMB_02357	CDS	90				hypothetical protein
MEIMHKMB_02358	CDS	825				hypothetical protein
MEIMHKMB_02359	CDS	744	mta_1		COG0789	HTH-type transcriptional activator mta
MEIMHKMB_02360	CDS	696	rspR		COG1802	HTH-type transcriptional repressor RspR
MEIMHKMB_02361	CDS	843	citG	2.4.2.52	COG1767	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
MEIMHKMB_02362	CDS	351	glnR		COG0789	HTH-type transcriptional regulator GlnR
MEIMHKMB_02363	CDS	1347	glnA	6.3.1.2		Glutamine synthetase
MEIMHKMB_02364	CDS	957				hypothetical protein
MEIMHKMB_02365	CDS	897	mneS		COG0053	Manganese efflux system protein MneS
MEIMHKMB_02366	CDS	1293	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
MEIMHKMB_02367	CDS	1047	aes	3.1.1.-		Acetyl esterase
MEIMHKMB_02368	CDS	1005	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
MEIMHKMB_02369	CDS	840	metQ_2		COG1464	D-methionine-binding lipoprotein MetQ
MEIMHKMB_02370	CDS	1206	abgB	3.5.1.-	COG1473	p-aminobenzoyl-glutamate hydrolase subunit B
MEIMHKMB_02371	CDS	837	metQ_3		COG1464	D-methionine-binding lipoprotein MetQ
MEIMHKMB_02372	CDS	735	metP		COG2011	Methionine import system permease protein MetP
MEIMHKMB_02373	CDS	1176	metN_2	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
MEIMHKMB_02374	CDS	1167	dapX_2	2.6.1.-	COG0436	putative N-acetyl-LL-diaminopimelate aminotransferase
MEIMHKMB_02375	CDS	171				hypothetical protein
MEIMHKMB_02376	CDS	1131	thiO	1.4.3.19		Glycine oxidase
MEIMHKMB_02377	CDS	387	mscL		COG1970	Large-conductance mechanosensitive channel
MEIMHKMB_02378	tRNA	73				tRNA-Thr(ggt)
MEIMHKMB_02379	CDS	702	iga_1	3.4.24.13		Immunoglobulin A1 protease
MEIMHKMB_02380	CDS	10374				hypothetical protein
MEIMHKMB_02381	CDS	384	iga_2	3.4.24.13		Immunoglobulin A1 protease
MEIMHKMB_02382	CDS	612	rsmC_2	2.1.1.172		Ribosomal RNA small subunit methyltransferase C
MEIMHKMB_02383	CDS	951	gmuF_2	5.3.1.8	COG1482	putative mannose-6-phosphate isomerase GmuF
MEIMHKMB_02384	CDS	852	ycsE	3.1.3.104		5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YcsE
MEIMHKMB_02385	tRNA	72				tRNA-Gly(gcc)
MEIMHKMB_02386	tRNA	73				tRNA-Thr(cgt)
MEIMHKMB_02387	tRNA	73				tRNA-Lys(ttt)
MEIMHKMB_02388	CDS	717	comC			Type 4 prepilin-like proteins leader peptide-processing enzyme
MEIMHKMB_02389	CDS	1980				hypothetical protein
MEIMHKMB_02390	CDS	858	iolJ	4.1.2.29	COG0191	6-phospho-5-dehydro-2-deoxy-D-gluconate aldolase
MEIMHKMB_02391	CDS	1602	pyrG	6.3.4.2		CTP synthase
MEIMHKMB_02392	CDS	678	rpoE			DNA-directed RNA polymerase subunit delta
MEIMHKMB_02393	CDS	435				hypothetical protein
MEIMHKMB_02394	CDS	864	lipL	2.3.1.200	COG0095	Lipoyl-[GcvH]:protein N-lipoyltransferase
MEIMHKMB_02395	CDS	1398				hypothetical protein
MEIMHKMB_02396	CDS	1599	msbA	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
MEIMHKMB_02397	CDS	366	rplL		COG0222	50S ribosomal protein L7/L12
MEIMHKMB_02398	CDS	501	rplJ			50S ribosomal protein L10
MEIMHKMB_02399	CDS	690	rplA			50S ribosomal protein L1
MEIMHKMB_02400	CDS	426	rplK			50S ribosomal protein L11
MEIMHKMB_02401	CDS	726	pyrP			Uracil permease
MEIMHKMB_02402	CDS	516				Uracil permease
MEIMHKMB_02403	CDS	330	nusG_1		COG0250	Transcription termination/antitermination protein NusG
MEIMHKMB_02404	CDS	198	nusG_2			Transcription termination/antitermination protein NusG
MEIMHKMB_02405	CDS	498	ypjQ		COG1267	putative protein YpjQ
MEIMHKMB_02406	CDS	174	secE			Protein translocase subunit SecE
MEIMHKMB_02407	CDS	627				hypothetical protein
MEIMHKMB_02408	CDS	516				hypothetical protein
MEIMHKMB_02409	CDS	846		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
MEIMHKMB_02410	CDS	396	mrnC	3.1.26.-	COG1939	Mini-ribonuclease 3
MEIMHKMB_02411	CDS	1425	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
MEIMHKMB_02412	CDS	654	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
MEIMHKMB_02413	CDS	1473	gltX	6.1.1.17		Glutamate--tRNA ligase
MEIMHKMB_02414	CDS	1119	yacL	3.1.-.-	COG4956	putative PIN and TRAM-domain containing protein YacL
MEIMHKMB_02415	CDS	1359	radA	3.6.4.-	COG1066	DNA repair protein RadA
MEIMHKMB_02416	CDS	567	dut	3.6.1.23		Deoxyuridine 5'-triphosphate nucleotidohydrolase
MEIMHKMB_02417	CDS	1113	msmX	7.5.2.-	COG3839	Oligosaccharides import ATP-binding protein MsmX
MEIMHKMB_02418	CDS	1458		3.2.1.98		Glucan 1,4-alpha-maltohexaosidase
MEIMHKMB_02419	CDS	1392	dnaC	3.6.4.12	COG0305	Replicative DNA helicase
MEIMHKMB_02420	CDS	1383	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
MEIMHKMB_02421	CDS	477	mutX	3.6.1.55	COG0494	8-oxo-dGTP diphosphatase
MEIMHKMB_02422	CDS	1917	mnmG			tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
MEIMHKMB_02423	CDS	720	treR_2		COG2188	HTH-type transcriptional regulator TreR
MEIMHKMB_02424	CDS	1158				hypothetical protein
MEIMHKMB_02425	CDS	1344	treA_1	3.2.1.93	COG0366	Trehalose-6-phosphate hydrolase
MEIMHKMB_02426	CDS	372	treA_2	3.2.1.93	COG0366	Trehalose-6-phosphate hydrolase
MEIMHKMB_02427	CDS	1512	treB		COG1263	PTS system trehalose-specific EIIBC component
MEIMHKMB_02428	CDS	816				hypothetical protein
MEIMHKMB_02429	CDS	822	misCA		COG0706	Membrane protein insertase MisCA
MEIMHKMB_02430	CDS	348	rnpA	3.1.26.5	COG0594	Ribonuclease P protein component
MEIMHKMB_02431	CDS	648	zinT		COG3443	Metal-binding protein ZinT
MEIMHKMB_02432	CDS	885	btuD_6	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
MEIMHKMB_02433	CDS	360				hypothetical protein
MEIMHKMB_02434	CDS	354				hypothetical protein
MEIMHKMB_02435	CDS	570				hypothetical protein
MEIMHKMB_02436	CDS	291				hypothetical protein
MEIMHKMB_02437	CDS	663	yfkO	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YfkO
MEIMHKMB_02438	CDS	135	rpmH			50S ribosomal protein L34
MEIMHKMB_02439	CDS	195				hypothetical protein
MEIMHKMB_02440	CDS	1050	dnaA		COG0593	Chromosomal replication initiator protein DnaA
MEIMHKMB_02441	CDS	1152	dnaN		COG0592	Beta sliding clamp
MEIMHKMB_02442	CDS	231				hypothetical protein
MEIMHKMB_02443	CDS	255	recF_1		COG1195	DNA replication and repair protein RecF
MEIMHKMB_02444	CDS	897	recF_2		COG1195	DNA replication and repair protein RecF
MEIMHKMB_02445	CDS	1923	gyrB	5.6.2.2	COG0187	DNA gyrase subunit B
MEIMHKMB_02446	CDS	2517	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
MEIMHKMB_02447	CDS	189				hypothetical protein
MEIMHKMB_02448	CDS	531				hypothetical protein
MEIMHKMB_02449	CDS	1002				hypothetical protein
MEIMHKMB_02450	CDS	855		3.6.3.-	COG1131	Fluoroquinolones export ATP-binding protein
MEIMHKMB_02451	CDS	732				hypothetical protein
MEIMHKMB_02452	CDS	198				hypothetical protein
MEIMHKMB_02453	CDS	300	rpsF		COG0360	30S ribosomal protein S6
MEIMHKMB_02454	CDS	519	ssb_3		COG0629	Single-stranded DNA-binding protein
MEIMHKMB_02455	CDS	246	rpsR		COG0238	30S ribosomal protein S18
MEIMHKMB_02456	CDS	2007	gdpP	3.1.4.59	COG3887	Cyclic-di-AMP phosphodiesterase GdpP
MEIMHKMB_02457	CDS	402	rplI			50S ribosomal protein L9
MEIMHKMB_02458	CDS	723	rsmG	2.1.1.-	COG0357	Ribosomal RNA small subunit methyltransferase G
MEIMHKMB_02459	CDS	762	soj	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
MEIMHKMB_02460	CDS	894	spo0J		COG1475	Stage 0 sporulation protein J
MEIMHKMB_02461	CDS	201				hypothetical protein
MEIMHKMB_02462	CDS	1107	ychF		COG0012	Ribosome-binding ATPase YchF
MEIMHKMB_02463	CDS	741				hypothetical protein
MEIMHKMB_02464	CDS	1479	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
MEIMHKMB_02465	CDS	699	srrA_2		COG0745	Transcriptional regulatory protein SrrA
MEIMHKMB_02466	CDS	1161	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
MEIMHKMB_02467	CDS	1365				hypothetical protein
MEIMHKMB_02468	rRNA	1552				16S ribosomal RNA
MEIMHKMB_02469	rRNA	2456				23S ribosomal RNA (partial)
MEIMHKMB_02470	CDS	207				hypothetical protein
MEIMHKMB_02471	CDS	105				hypothetical protein
MEIMHKMB_02472	CDS	348				hypothetical protein
MEIMHKMB_02473	CDS	252				hypothetical protein
MEIMHKMB_02474	CDS	615				hypothetical protein
MEIMHKMB_02475	CDS	252				hypothetical protein
MEIMHKMB_02476	CDS	264				hypothetical protein
MEIMHKMB_02477	CDS	876				hypothetical protein
MEIMHKMB_02478	CDS	1914				hypothetical protein
MEIMHKMB_02479	CDS	504				hypothetical protein
MEIMHKMB_02480	CDS	282				hypothetical protein
MEIMHKMB_02481	CDS	243				hypothetical protein
MEIMHKMB_02482	CDS	513				hypothetical protein
MEIMHKMB_02483	CDS	531				hypothetical protein
MEIMHKMB_02484	CDS	537				hypothetical protein
MEIMHKMB_02485	CDS	510				hypothetical protein
MEIMHKMB_02486	CDS	249		3.1.6.1	COG3119	Arylsulfatase
MEIMHKMB_02487	CDS	291				hypothetical protein
MEIMHKMB_02488	CDS	207				hypothetical protein
MEIMHKMB_02489	CDS	159				hypothetical protein
MEIMHKMB_02490	CDS	504				hypothetical protein
MEIMHKMB_02491	CDS	183				hypothetical protein
MEIMHKMB_02492	CDS	288				hypothetical protein
MEIMHKMB_02493	CDS	387				hypothetical protein
MEIMHKMB_02494	CDS	867				hypothetical protein
MEIMHKMB_02495	CDS	333				hypothetical protein
MEIMHKMB_02496	CDS	747	licR		COG1762	putative licABCH operon regulator
MEIMHKMB_02497	CDS	294	celD			PTS system cellobiose-specific EIIA component
MEIMHKMB_02498	CDS	327	celA_2	2.7.1.205		PTS system cellobiose-specific EIIB component
MEIMHKMB_02499	CDS	405	licC		COG1455	Lichenan permease IIC component
MEIMHKMB_02500	CDS	927	gmuC_2		COG1455	PTS system oligo-beta-mannoside-specific EIIC component
MEIMHKMB_02501	CDS	507	grdB	1.21.4.2		Glycine reductase complex component B subunit gamma
MEIMHKMB_02502	CDS	1011	ypdE	3.4.11.-	COG1363	Aminopeptidase YpdE
MEIMHKMB_02503	CDS	459	ysdC_2	3.4.11.-	COG1363	Putative aminopeptidase YsdC
MEIMHKMB_02504	CDS	177				hypothetical protein
MEIMHKMB_02505	CDS	633	fabF_1	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
MEIMHKMB_02506	CDS	261	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
MEIMHKMB_02507	CDS	306				hypothetical protein
MEIMHKMB_02508	CDS	201				hypothetical protein
MEIMHKMB_02509	CDS	510				hypothetical protein
MEIMHKMB_02510	CDS	504				hypothetical protein
MEIMHKMB_02511	CDS	147				hypothetical protein
MEIMHKMB_02512	CDS	849	rhaS			HTH-type transcriptional activator RhaS
MEIMHKMB_02513	CDS	1281	lacE_2			Lactose-binding protein
MEIMHKMB_02514	CDS	888	lacF_3			Lactose transport system permease protein LacF
MEIMHKMB_02515	CDS	825	lacG_3			Lactose transport system permease protein LacG
MEIMHKMB_02516	CDS	2010	ebgA_2	3.2.1.23	COG3250	Evolved beta-galactosidase subunit alpha
MEIMHKMB_02517	CDS	591				hypothetical protein
MEIMHKMB_02518	CDS	366	lacZ_3	3.2.1.23		Beta-galactosidase
MEIMHKMB_02519	CDS	150				hypothetical protein
MEIMHKMB_02520	CDS	1245				hypothetical protein
MEIMHKMB_02521	CDS	1011	cas1_3	3.1.-.-	COG1518	CRISPR-associated endonuclease Cas1
MEIMHKMB_02522	CDS	330	cas2_3	3.1.-.-		CRISPR-associated endoribonuclease Cas2
	repeat_region	806				
MEIMHKMB_02523	CDS	768	cas6	3.1.-.-	COG5551	CRISPR-associated endoribonuclease Cas6
MEIMHKMB_02524	CDS	2313		3.1.-.-		CRISPR system single-strand-specific deoxyribonuclease Cas10/Csm1 (subtype III-A)
MEIMHKMB_02525	CDS	402	csm2			CRISPR system Cms protein Csm2
MEIMHKMB_02526	CDS	660	csm3	3.1.-.-	COG1337	CRISPR system Cms endoribonuclease Csm3
MEIMHKMB_02527	CDS	915	csm4		COG1567	CRISPR system Cms protein Csm4
MEIMHKMB_02528	CDS	993	csm5		COG1332	CRISPR system Cms protein Csm5
MEIMHKMB_02529	CDS	1266	csm6	3.1.-.-		CRISPR system endoribonuclease Csm6
	repeat_region	1892				
MEIMHKMB_02530	CDS	306				hypothetical protein
MEIMHKMB_02531	CDS	1089				hypothetical protein
MEIMHKMB_02532	CDS	150				hypothetical protein
MEIMHKMB_02533	CDS	375				hypothetical protein
MEIMHKMB_02534	CDS	1659				hypothetical protein
MEIMHKMB_02535	CDS	303				hypothetical protein
MEIMHKMB_02536	CDS	1365				hypothetical protein
MEIMHKMB_02537	CDS	345				hypothetical protein
MEIMHKMB_02538	CDS	225				hypothetical protein
MEIMHKMB_02539	CDS	318				hypothetical protein
MEIMHKMB_02540	CDS	252				hypothetical protein
MEIMHKMB_02541	CDS	333				hypothetical protein
MEIMHKMB_02542	CDS	534				hypothetical protein
MEIMHKMB_02543	CDS	366				hypothetical protein
MEIMHKMB_02544	CDS	423				hypothetical protein
MEIMHKMB_02545	CDS	261				hypothetical protein
MEIMHKMB_02546	CDS	225				hypothetical protein
MEIMHKMB_02547	CDS	504				hypothetical protein
MEIMHKMB_02548	CDS	1146				hypothetical protein
MEIMHKMB_02549	CDS	486				hypothetical protein
MEIMHKMB_02550	CDS	924				hypothetical protein
MEIMHKMB_02551	CDS	1389				hypothetical protein
MEIMHKMB_02552	CDS	447				hypothetical protein
MEIMHKMB_02553	CDS	537				hypothetical protein
MEIMHKMB_02554	CDS	321				hypothetical protein
MEIMHKMB_02555	CDS	186				hypothetical protein
MEIMHKMB_02556	CDS	285				hypothetical protein
MEIMHKMB_02557	CDS	285				hypothetical protein
MEIMHKMB_02558	CDS	648	ebh_1			Extracellular matrix-binding protein ebh
MEIMHKMB_02559	CDS	336				hypothetical protein
MEIMHKMB_02560	CDS	225				hypothetical protein
MEIMHKMB_02561	CDS	522				hypothetical protein
MEIMHKMB_02562	CDS	171				hypothetical protein
MEIMHKMB_02563	CDS	465				hypothetical protein
MEIMHKMB_02564	CDS	288				hypothetical protein
MEIMHKMB_02565	CDS	1875	ebh_2			Extracellular matrix-binding protein ebh
MEIMHKMB_02566	CDS	426				hypothetical protein
MEIMHKMB_02567	CDS	285				hypothetical protein
MEIMHKMB_02568	CDS	1353	ebh_3			Extracellular matrix-binding protein ebh
MEIMHKMB_02569	CDS	1500	ebhA			Extracellular matrix-binding protein EbhA
MEIMHKMB_02570	CDS	636				hypothetical protein
MEIMHKMB_02571	CDS	666				hypothetical protein
MEIMHKMB_02572	CDS	630				hypothetical protein
MEIMHKMB_02573	CDS	264				hypothetical protein
MEIMHKMB_02574	CDS	315				hypothetical protein
MEIMHKMB_02575	CDS	1530	bbmA	3.2.1.-	COG0366	Intracellular maltogenic amylase
MEIMHKMB_02576	CDS	255				hypothetical protein
MEIMHKMB_02577	CDS	1008	glgE	2.4.99.16		Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase
MEIMHKMB_02578	CDS	1251	mdxE		COG2182	Maltodextrin-binding protein MdxE
MEIMHKMB_02579	CDS	1308				hypothetical protein
MEIMHKMB_02580	CDS	852	malG		COG3833	Maltose/maltodextrin transport system permease protein MalG
MEIMHKMB_02581	CDS	864				hypothetical protein
MEIMHKMB_02582	CDS	462				hypothetical protein
MEIMHKMB_02583	CDS	786	srlR		COG1349	Glucitol operon repressor
MEIMHKMB_02584	CDS	1071	ulaG	3.1.1.-	COG2220	putative L-ascorbate-6-phosphate lactonase UlaG
MEIMHKMB_02585	CDS	450	ulaC		COG1762	Ascorbate-specific PTS system EIIA component
MEIMHKMB_02586	CDS	1494	ulaA_1		COG3037	Ascorbate-specific PTS system EIIC component
MEIMHKMB_02587	CDS	288	ulaB_2	2.7.1.194		Ascorbate-specific PTS system EIIB component
MEIMHKMB_02588	CDS	639	ulaD	4.1.1.85	COG0269	3-keto-L-gulonate-6-phosphate decarboxylase UlaD
MEIMHKMB_02589	CDS	852	ulaE	5.1.3.22	COG3623	L-ribulose-5-phosphate 3-epimerase UlaE
MEIMHKMB_02590	CDS	714	araD	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase AraD
MEIMHKMB_02591	CDS	660				hypothetical protein
MEIMHKMB_02592	CDS	282				hypothetical protein
MEIMHKMB_02593	CDS	297				hypothetical protein
MEIMHKMB_02594	tRNA	74				tRNA-Arg(ccg)
MEIMHKMB_02595	CDS	165				hypothetical protein
MEIMHKMB_02596	CDS	1530	expZ		COG0488	Nucleotide-binding protein ExpZ
MEIMHKMB_02597	CDS	444	hit		COG0537	Protein hit
MEIMHKMB_02598	CDS	351				hypothetical protein
MEIMHKMB_02599	CDS	975	prsA1	5.2.1.8	COG0760	Foldase protein PrsA 1
MEIMHKMB_02600	CDS	546				hypothetical protein
MEIMHKMB_02601	CDS	189				hypothetical protein
MEIMHKMB_02602	CDS	513	comGA_1		COG2804	ComG operon protein 1
MEIMHKMB_02603	CDS	549	comGA_2		COG2804	ComG operon protein 1
MEIMHKMB_02604	CDS	366				hypothetical protein
MEIMHKMB_02605	CDS	327				hypothetical protein
MEIMHKMB_02606	CDS	339				hypothetical protein
MEIMHKMB_02607	CDS	447				hypothetical protein
MEIMHKMB_02608	CDS	447				hypothetical protein
MEIMHKMB_02609	CDS	783				hypothetical protein
MEIMHKMB_02610	CDS	381	gloA	4.4.1.5	COG0346	Lactoylglutathione lyase
MEIMHKMB_02611	CDS	408	cdd	3.5.4.5	COG0295	Cytidine deaminase
MEIMHKMB_02612	CDS	1290				hypothetical protein
MEIMHKMB_02613	CDS	1902	glgB	2.4.1.18		1,4-alpha-glucan branching enzyme GlgB
MEIMHKMB_02614	CDS	1152	glgC	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
MEIMHKMB_02615	CDS	1152	glgD		COG0448	Glycogen biosynthesis protein GlgD
MEIMHKMB_02616	CDS	1437	glgA	2.4.1.21	COG0297	Glycogen synthase
MEIMHKMB_02617	CDS	297	glgP_2	2.4.1.1	COG0058	Glycogen phosphorylase
MEIMHKMB_02618	CDS	2139	glgP_3	2.4.1.1	COG0058	Glycogen phosphorylase
MEIMHKMB_02619	CDS	120				hypothetical protein
MEIMHKMB_02620	CDS	1038				hypothetical protein
MEIMHKMB_02621	CDS	5904				hypothetical protein
MEIMHKMB_02622	CDS	807				hypothetical protein
MEIMHKMB_02623	CDS	642	yedJ		COG1418	putative protein YedJ
MEIMHKMB_02624	CDS	738	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
MEIMHKMB_02625	CDS	441	rlmL_2	2.1.1.264		Ribosomal RNA large subunit methyltransferase K/L
MEIMHKMB_02626	CDS	1788				hypothetical protein
MEIMHKMB_02627	CDS	510				hypothetical protein
MEIMHKMB_02628	CDS	519				hypothetical protein
MEIMHKMB_02629	CDS	693				hypothetical protein
MEIMHKMB_02630	CDS	1134	purK_2	6.3.4.18		N5-carboxyaminoimidazole ribonucleotide synthase
MEIMHKMB_02631	CDS	837				hypothetical protein
MEIMHKMB_02632	CDS	831	araC_2			Arabinose operon regulatory protein
MEIMHKMB_02633	CDS	2211	agaA_3	3.2.1.22		Alpha-galactosidase AgaA
MEIMHKMB_02634	CDS	2112	pbpF		COG0744	Penicillin-binding protein 1F
MEIMHKMB_02635	CDS	1341	murT	6.3.5.13	COG0769	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT
MEIMHKMB_02636	CDS	672	gatD	6.3.5.13	COG3442	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD
MEIMHKMB_02637	CDS	1086				hypothetical protein
MEIMHKMB_02638	CDS	1032	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
MEIMHKMB_02639	CDS	576	tdk	2.7.1.21	COG1435	Thymidine kinase
MEIMHKMB_02640	CDS	1080	prfA		COG0216	Peptide chain release factor 1
MEIMHKMB_02641	CDS	864	prmC	2.1.1.297		Release factor glutamine methyltransferase
MEIMHKMB_02642	CDS	1023	ywlC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
MEIMHKMB_02643	CDS	1230	glyA	2.1.2.1		Serine hydroxymethyltransferase
MEIMHKMB_02644	CDS	639	upp	2.4.2.9		Uracil phosphoribosyltransferase
MEIMHKMB_02645	CDS	822				hypothetical protein
MEIMHKMB_02646	CDS	741				hypothetical protein
MEIMHKMB_02647	CDS	882	bglK	2.7.1.85	COG1940	Beta-glucoside kinase
MEIMHKMB_02648	CDS	717	murR_3		COG1737	HTH-type transcriptional regulator MurR
MEIMHKMB_02649	CDS	1299				hypothetical protein
MEIMHKMB_02650	CDS	882	lacF_4			Lactose transport system permease protein LacF
MEIMHKMB_02651	CDS	834	araQ_6		COG0395	L-arabinose transport system permease protein AraQ
MEIMHKMB_02652	CDS	687	nanE	5.1.3.9	COG3010	Putative N-acetylmannosamine-6-phosphate 2-epimerase
MEIMHKMB_02653	CDS	324				hypothetical protein
MEIMHKMB_02654	CDS	444	tabA		COG2731	Toxin-antitoxin biofilm protein TabA
MEIMHKMB_02655	CDS	918	nanA	4.1.3.3		N-acetylneuraminate lyase
MEIMHKMB_02656	CDS	3456				hypothetical protein
MEIMHKMB_02657	CDS	645				hypothetical protein
MEIMHKMB_02658	CDS	768				hypothetical protein
MEIMHKMB_02659	CDS	585				hypothetical protein
MEIMHKMB_02660	CDS	516				hypothetical protein
MEIMHKMB_02661	CDS	279				hypothetical protein
MEIMHKMB_02662	CDS	528	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
MEIMHKMB_02663	CDS	1284	serS	6.1.1.11		Serine--tRNA ligase
MEIMHKMB_02664	CDS	507	crr			PTS system glucose-specific EIIA component
MEIMHKMB_02665	CDS	843	uppP	3.6.1.27		Undecaprenyl-diphosphatase
MEIMHKMB_02666	CDS	1026	pgl	3.1.1.31	COG2706	6-phosphogluconolactonase
MEIMHKMB_02667	CDS	1206			COG0628	Putative transport protein
MEIMHKMB_02668	CDS	1440				hypothetical protein
MEIMHKMB_02669	CDS	543	bioY		COG1268	Biotin transporter BioY
MEIMHKMB_02670	CDS	528	nth_2	4.2.99.18		Endonuclease III
MEIMHKMB_02671	CDS	129				hypothetical protein
MEIMHKMB_02672	CDS	711	nagP_2			PTS system N-acetylglucosamine-specific EIICB component
MEIMHKMB_02673	CDS	750				hypothetical protein
MEIMHKMB_02674	CDS	243				hypothetical protein
MEIMHKMB_02675	CDS	345				hypothetical protein
MEIMHKMB_02676	CDS	1014	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
MEIMHKMB_02677	CDS	1041	adhA	1.1.1.1		Alcohol dehydrogenase 1
MEIMHKMB_02678	CDS	1959	ybiT_4		COG0488	putative ABC transporter ATP-binding protein YbiT
MEIMHKMB_02679	CDS	177				hypothetical protein
MEIMHKMB_02680	CDS	228				hypothetical protein
MEIMHKMB_02681	CDS	306				hypothetical protein
MEIMHKMB_02682	CDS	93				hypothetical protein
MEIMHKMB_02683	CDS	378				hypothetical protein
MEIMHKMB_02684	CDS	924				hypothetical protein
MEIMHKMB_02685	CDS	363	mngB_1	3.2.1.-	COG0383	Mannosylglycerate hydrolase
MEIMHKMB_02686	CDS	2247	mngB_2	3.2.1.-	COG0383	Mannosylglycerate hydrolase
MEIMHKMB_02687	CDS	1860				hypothetical protein
MEIMHKMB_02688	CDS	465	perR		COG0735	Peroxide-responsive repressor PerR
MEIMHKMB_02689	CDS	996	trpS	6.1.1.2		Tryptophan--tRNA ligase
MEIMHKMB_02690	CDS	399	spxA		COG1393	Regulatory protein Spx
MEIMHKMB_02691	CDS	714	mecA		COG4862	Adapter protein MecA
MEIMHKMB_02692	CDS	1494				hypothetical protein
MEIMHKMB_02693	CDS	924	ydhF_2	1.-.-.-	COG4989	Oxidoreductase YdhF
MEIMHKMB_02694	CDS	834	ybjI	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI
MEIMHKMB_02695	CDS	351				hypothetical protein
MEIMHKMB_02696	CDS	435				hypothetical protein
MEIMHKMB_02697	CDS	1029	dgs	2.4.1.208	COG0438	Processive diacylglycerol alpha-glucosyltransferase
MEIMHKMB_02698	CDS	1608	mltF_2	4.2.2.-		Membrane-bound lytic murein transglycosylase F
MEIMHKMB_02699	CDS	735	glnQ_2			Glutamine transport ATP-binding protein GlnQ
MEIMHKMB_02700	CDS	1764	urdA	1.3.99.33	COG1053	Urocanate reductase
MEIMHKMB_02701	CDS	1362		2.1.1.-	COG2265	putative RNA methyltransferase
MEIMHKMB_02702	CDS	168				hypothetical protein
MEIMHKMB_02703	CDS	276				hypothetical protein
MEIMHKMB_02704	CDS	441				hypothetical protein
MEIMHKMB_02705	CDS	1245				hypothetical protein
MEIMHKMB_02706	CDS	1302	pdp	2.4.2.2	COG0213	Pyrimidine-nucleoside phosphorylase
MEIMHKMB_02707	CDS	714	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
MEIMHKMB_02708	CDS	567				hypothetical protein
MEIMHKMB_02709	CDS	678				hypothetical protein
MEIMHKMB_02710	CDS	729	yaaA		COG3022	Peroxide stress resistance protein YaaA
MEIMHKMB_02711	CDS	522				hypothetical protein
MEIMHKMB_02712	CDS	105				hypothetical protein
MEIMHKMB_02713	CDS	312				hypothetical protein
MEIMHKMB_02714	CDS	444				hypothetical protein
MEIMHKMB_02715	CDS	1206				hypothetical protein
MEIMHKMB_02716	CDS	306				hypothetical protein
MEIMHKMB_02717	CDS	372				hypothetical protein
